molecular class	DOID	disease name	clinic classification
C1	DOID:0050596	taeniasis	Certain_infectious_and_parasitic_diseases
C1	DOID:971	tendinitis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C1	DOID:9988	tertiary neurosyphilis	Certain_infectious_and_parasitic_diseases
C1	DOID:8200	tertiary syphilis	Certain_infectious_and_parasitic_diseases
C1	DOID:11338	tetanus	Certain_infectious_and_parasitic_diseases
C1	DOID:13521	tetanus neonatorum	Certain_infectious_and_parasitic_diseases
C1	DOID:0050175	tick-borne encephalitis	Certain_infectious_and_parasitic_diseases
C1	DOID:13036	tick-borne relapsing fever	Certain_infectious_and_parasitic_diseases
C1	DOID:4336	tinea favosa	Certain_infectious_and_parasitic_diseases
C1	DOID:13369	tinea manuum	Certain_infectious_and_parasitic_diseases
C1	DOID:8912	tinea nigra	Certain_infectious_and_parasitic_diseases
C1	DOID:12403	tinea pedis	Certain_infectious_and_parasitic_diseases
C1	DOID:10456	tonsillitis	Diseases_of_the_respiratory_system
C1	DOID:14115	toxic shock syndrome	Certain_infectious_and_parasitic_diseases
C1	DOID:9790	toxocariasis	Certain_infectious_and_parasitic_diseases
C1	DOID:9965	toxoplasmosis	Certain_infectious_and_parasitic_diseases
C1	DOID:11265	trachoma	Certain_infectious_and_parasitic_diseases
C1	DOID:11101	trench fever	Certain_infectious_and_parasitic_diseases
C1	DOID:9784	trichinosis	Certain_infectious_and_parasitic_diseases
C1	DOID:1947	trichomoniasis	Certain_infectious_and_parasitic_diseases
C1	DOID:1254	trichostrongylosis	Certain_infectious_and_parasitic_diseases
C1	DOID:1252	trichuriasis	Certain_infectious_and_parasitic_diseases
C1	DOID:10113	trypanosomiasis	Certain_infectious_and_parasitic_diseases
C1	DOID:1025	tuberculoid leprosy	Certain_infectious_and_parasitic_diseases
C1	DOID:1251	tuberculous epididymitis	Certain_infectious_and_parasitic_diseases
C1	DOID:2148	tuberculous oophoritis	Certain_infectious_and_parasitic_diseases
C1	DOID:9801	tuberculous peritonitis	Certain_infectious_and_parasitic_diseases
C1	DOID:9534	tuberculous pneumothorax	Certain_infectious_and_parasitic_diseases
C1	DOID:0050166	tuberculous salpingitis	Certain_infectious_and_parasitic_diseases
C1	DOID:2123	tularemia	Certain_infectious_and_parasitic_diseases
C1	DOID:13258	typhoid fever	Certain_infectious_and_parasitic_diseases
C1	DOID:11256	typhus	Certain_infectious_and_parasitic_diseases
C1	DOID:11990	ulceroglandular tularemia	Certain_infectious_and_parasitic_diseases
C1	DOID:827	ureter tuberculosis	Diseases_of_the_eye_and_adnexa
C1	DOID:1343	urethritis	Diseases_of_the_genitourinary_system
C1	DOID:2149	urogenital tuberculosis	Certain_infectious_and_parasitic_diseases
C1	DOID:9620	vesicoureteral reflux	Diseases_of_the_genitourinary_system
C1	DOID:12683	vestibular neuronitis	Diseases_of_the_ear_and_mastoid_process
C1	DOID:934	viral infectious disease	Certain_infectious_and_parasitic_diseases
C1	DOID:10310	viral meningitis	Certain_infectious_and_parasitic_diseases
C1	DOID:9146	visceral leishmaniasis	Certain_infectious_and_parasitic_diseases
C1	DOID:12306	vitiligo	Diseases_of_the_skin_and_subcutaneous_tissue
C1	DOID:5225	von Economo's disease	Certain_infectious_and_parasitic_diseases
C1	DOID:2272	vulvovaginal candidiasis	Certain_infectious_and_parasitic_diseases
C1	DOID:13902	white piedra	Certain_infectious_and_parasitic_diseases
C1	DOID:10138	xerophthalmia	Endocrine,_nutritional_and_metabolic_diseases
C1	DOID:10371	yaws	Certain_infectious_and_parasitic_diseases
C1	DOID:9682	yellow fever	Certain_infectious_and_parasitic_diseases
C2-1	DOID:0060192	Crohn's colitis	Diseases_of_the_digestive_system
C2-1	DOID:12070	Dieulafoy lesion	Diseases_of_the_digestive_system
C2-1	DOID:12900	Mikulicz disease	Diseases_of_the_digestive_system
C2-1	DOID:0110059	X-linked amelogenesis imperfecta hypoplastic/hypomaturation 2	Diseases_of_the_digestive_system
C2-1	DOID:11693	acute apical periodontitis	Diseases_of_the_digestive_system
C2-1	DOID:8680	alcoholic gastritis	Diseases_of_the_digestive_system
C2-1	DOID:2187	amelogenesis imperfecta	Diseases_of_the_digestive_system
C2-1	DOID:0110060	amelogenesis imperfecta hypomaturation type 2A2	Diseases_of_the_digestive_system
C2-1	DOID:0110061	amelogenesis imperfecta hypomaturation type 2A3	Diseases_of_the_digestive_system
C2-1	DOID:0110062	amelogenesis imperfecta hypomaturation type 2A4	Diseases_of_the_digestive_system
C2-1	DOID:0110063	amelogenesis imperfecta hypomaturation type 2A5	Diseases_of_the_digestive_system
C2-1	DOID:0110054	amelogenesis imperfecta type 1A	Diseases_of_the_digestive_system
C2-1	DOID:0110052	amelogenesis imperfecta type 1B	Diseases_of_the_digestive_system
C2-1	DOID:0110056	amelogenesis imperfecta type 1C	Diseases_of_the_digestive_system
C2-1	DOID:0110058	amelogenesis imperfecta type 1E	Diseases_of_the_digestive_system
C2-1	DOID:0110065	amelogenesis imperfecta type 1F	Diseases_of_the_digestive_system
C2-1	DOID:0110066	amelogenesis imperfecta type 1G	Diseases_of_the_digestive_system
C2-1	DOID:0110064	amelogenesis imperfecta type 1H	Diseases_of_the_digestive_system
C2-1	DOID:0110057	amelogenesis imperfecta type 2A1	Diseases_of_the_digestive_system
C2-1	DOID:0110055	amelogenesis imperfecta type 3A	Diseases_of_the_digestive_system
C2-1	DOID:0110053	amelogenesis imperfecta type 4	Diseases_of_the_digestive_system
C2-1	DOID:9087	anal carcinoma in situ	Neoplasms
C2-1	DOID:0060328	anal fistula	Diseases_of_the_digestive_system
C2-1	DOID:11374	anal spasm	Diseases_of_the_digestive_system
C2-1	DOID:13714	anodontia	Diseases_of_the_digestive_system
C2-1	DOID:11014	anorectal stricture	Diseases_of_the_digestive_system
C2-1	DOID:14270	ascending cholangitis	Diseases_of_the_digestive_system
C2-1	DOID:1453	atrophic glossitis	Diseases_of_the_digestive_system
C2-1	DOID:12899	benign lymphoepithelial lesion of salivary gland	Diseases_of_the_digestive_system
C2-1	DOID:4138	bile duct disease	Diseases_of_the_digestive_system
C2-1	DOID:9779	bowel dysfunction	Diseases_of_the_digestive_system
C2-1	DOID:12234	cascade stomach	Diseases_of_the_digestive_system
C2-1	DOID:3526	cerebral infarction	Diseases_of_the_circulatory_system
C2-1	DOID:9681	cervical incompetence	Diseases_of_the_genitourinary_system
C2-1	DOID:0060186	chemical colitis	Diseases_of_the_digestive_system
C2-1	DOID:11269	chronic apical periodontitis	Diseases_of_the_digestive_system
C2-1	DOID:13687	chronic duodenal ileus	Diseases_of_the_digestive_system
C2-1	DOID:10033	cycloplegia	Diseases_of_the_eye_and_adnexa
C2-1	DOID:0060324	dental abscess	Diseases_of_the_digestive_system
C2-1	DOID:5608	dental pulp calcification	Diseases_of_the_digestive_system
C2-1	DOID:11623	dental pulp necrosis	Diseases_of_the_digestive_system
C2-1	DOID:10461	dentin caries	Diseases_of_the_digestive_system
C2-1	DOID:701	dentin dysplasia	Diseases_of_the_digestive_system
C2-1	DOID:4154	dentinogenesis imperfecta	Diseases_of_the_digestive_system
C2-1	DOID:2658	dermoid cyst	Diseases_of_the_digestive_system
C2-1	DOID:0060187	diversion colitis	Diseases_of_the_digestive_system
C2-1	DOID:14495	dumping syndrome	Diseases_of_the_digestive_system
C2-1	DOID:3558	duodenal obstruction	Diseases_of_the_digestive_system
C2-1	DOID:1724	duodenal ulcer	Diseases_of_the_digestive_system
C2-1	DOID:8643	duodenitis	Diseases_of_the_digestive_system
C2-1	DOID:12384	dysentery	Certain_infectious_and_parasitic_diseases
C2-1	DOID:9192	dyskinesia of esophagus	Diseases_of_the_digestive_system
C2-1	DOID:14529	external pathological resorption	Diseases_of_the_digestive_system
C2-1	DOID:10034	eye accommodation disease	Diseases_of_the_eye_and_adnexa
C2-1	DOID:11514	fissured tongue	Diseases_of_the_digestive_system
C2-1	DOID:11371	functional diarrhea	Diseases_of_the_digestive_system
C2-1	DOID:0060262	gallbladder disease	Diseases_of_the_digestive_system
C2-1	DOID:0060191	gastroduodenal Crohn's disease	Diseases_of_the_digestive_system
C2-1	DOID:2326	gastroenteritis	Diseases_of_the_digestive_system
C2-1	DOID:10927	gastrojejunal ulcer	Diseases_of_the_digestive_system
C2-1	DOID:2237	hepatitis	Diseases_of_the_digestive_system
C2-1	DOID:12642	hiatus hernia	Diseases_of_the_digestive_system
C2-1	DOID:9717	hydrops of gallbladder	Diseases_of_the_digestive_system
C2-1	DOID:12733	hypercementosis	Diseases_of_the_digestive_system
C2-1	DOID:13333	hypertrophy of tongue papillae	Diseases_of_the_digestive_system
C2-1	DOID:0060189	ileitis	Diseases_of_the_digestive_system
C2-1	DOID:0060190	ileocolitis	Diseases_of_the_digestive_system
C2-1	DOID:8448	intestinal impaction	Diseases_of_the_digestive_system
C2-1	DOID:8445	intestinal volvulus	Diseases_of_the_digestive_system
C2-1	DOID:0060181	ischemic colitis	Diseases_of_the_digestive_system
C2-1	DOID:0060188	jejunoileitis	Diseases_of_the_digestive_system
C2-1	DOID:9297	lip disease	Diseases_of_the_digestive_system
C2-1	DOID:1602	lymphadenitis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-1	DOID:14111	median rhomboid glossitis	Diseases_of_the_digestive_system
C2-1	DOID:11372	megacolon	Diseases_of_the_digestive_system
C2-1	DOID:12904	mucocele of salivary gland	Diseases_of_the_digestive_system
C2-1	DOID:12901	necrotizing sialometaplasia	Diseases_of_the_digestive_system
C2-1	DOID:12387	nephrogenic diabetes insipidus	Diseases_of_the_genitourinary_system
C2-1	DOID:13419	neurogenic bowel	Diseases_of_the_digestive_system
C2-1	DOID:9714	occlusion of gallbladder	Diseases_of_the_digestive_system
C2-1	DOID:0060315	oral hairy leukoplakia	Diseases_of_the_digestive_system
C2-1	DOID:5773	oral submucous fibrosis	Diseases_of_the_digestive_system
C2-1	DOID:2088	outlet dysfunction constipation	Diseases_of_the_digestive_system
C2-1	DOID:26	pancreas disease	Diseases_of_the_digestive_system
C2-1	DOID:10610	pancreatic steatorrhea	Diseases_of_the_digestive_system
C2-1	DOID:8442	paralytic ileus	Diseases_of_the_digestive_system
C2-1	DOID:10301	parotitis	Diseases_of_the_digestive_system
C2-1	DOID:1003	pelvic inflammatory disease	Diseases_of_the_genitourinary_system
C2-1	DOID:750	peptic ulcer disease	Diseases_of_the_digestive_system
C2-1	DOID:13409	perforation of bile duct	Diseases_of_the_digestive_system
C2-1	DOID:823	periapical periodontitis	Diseases_of_the_digestive_system
C2-1	DOID:1673	pneumothorax	Diseases_of_the_respiratory_system
C2-1	DOID:9740	postcholecystectomy syndrome	Diseases_of_the_digestive_system
C2-1	DOID:11189	pulp degeneration	Diseases_of_the_digestive_system
C2-1	DOID:9307	rectal prolapse	Diseases_of_the_digestive_system
C2-1	DOID:10303	sialadenitis	Diseases_of_the_digestive_system
C2-1	DOID:12905	sialolithiasis	Diseases_of_the_digestive_system
C2-1	DOID:10254	strawberry gallbladder	Diseases_of_the_digestive_system
C2-1	DOID:14269	suppurative cholangitis	Diseases_of_the_digestive_system
C2-1	DOID:327	syringomyelia	Diseases_of_the_nervous_system
C2-1	DOID:214	teeth hard tissue disease	Diseases_of_the_digestive_system
C2-1	DOID:10944	tongue disease	Diseases_of_the_digestive_system
C2-1	DOID:0050591	tooth agenesis	Diseases_of_the_digestive_system
C2-1	DOID:12661	tooth ankylosis	Diseases_of_the_digestive_system
C2-1	DOID:13240	tooth resorption	Diseases_of_the_digestive_system
C2-1	DOID:1770	toxic megacolon	Diseases_of_the_digestive_system
C2-1	DOID:13662	ulcer of anus and rectum	Diseases_of_the_digestive_system
C2-1	DOID:9673	ulcerative stomatitis	Diseases_of_the_digestive_system
C2-1	DOID:9108	uterus carcinoma in situ	Neoplasms
C2-1	DOID:0060310	uvulitis	Diseases_of_the_digestive_system
C2-2	DOID:0060336	3-methylglutaconic aciduria	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:13774	Addison's disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0111033	African iron overload	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:10983	Alport syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-2	DOID:0050476	Barth syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:445	Bartter disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0110142	Bartter disease type 1	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0110143	Bartter disease type 2	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0110144	Bartter disease type 3	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0110145	Bartter disease type 4a	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0110146	Bartter disease type 4b	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0110147	Bartter disease type 5	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0060693	Brunner Syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0090029	CINCA Syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:12028	Conn's syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:3803	Crigler-Najjar syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0090031	D-bifunctional protein deficiency	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:12308	Dubin-Johnson syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:14499	Fabry disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:6676	Froelich syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:11555	Fuchs' endothelial dystrophy	Diseases_of_the_eye_and_adnexa
C2-2	DOID:3322	GM1 gangliosidosis	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:3321	GM2 gangliosidosis	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:1926	Gaucher's disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0110960	Gaucher's disease perinatal lethal	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0110957	Gaucher's disease type I	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0110958	Gaucher's disease type II	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0110959	Gaucher's disease type III	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:2739	Gilbert syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:12361	Graves' disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0060831	Griscelli syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:1060	Hartnup disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:3753	Hermansky-Pudlak syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0111140	IGSF1 deficiency syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:3614	Kallmann syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:1921	Klinefelter's syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-2	DOID:10587	Krabbe disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:9521	Laron syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:1919	Lesch-Nyhan syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:9503	Loeffler syndrome	Diseases_of_the_respiratory_system
C2-2	DOID:3687	MELAS syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:310	MERRF syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0060728	NGLY1-deficiency	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:4968	Nelson syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:14504	Niemann-Pick disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0070111	Niemann-Pick disease type A	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0070112	Niemann-Pick disease type B	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0070113	Niemann-Pick disease type C1	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0070114	Niemann-Pick disease type C2	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:1391	Norum disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0090111	PCWH syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0060744	Pendred Syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:8616	Peyronie's disease	Diseases_of_the_genitourinary_system
C2-2	DOID:11277	Plummer's disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:14351	Riedel's fibrosing thyroiditis	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:3323	Sandhoff disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0060222	Scheie syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:9476	Sheehan syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:12803	Sly syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:14692	Smith-Lemli-Opitz syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0050426	Stevens-Johnson syndrome	Diseases_of_the_skin_and_subcutaneous_tissue
C2-2	DOID:1388	Tangier disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:3320	Tay-Sachs disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:3491	Turner syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-2	DOID:0110949	Waardenburg syndrome type 3	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:2384	Wernicke encephalopathy	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:893	Wilson disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0090060	Wolcott-Rallison syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0110629	Wolfram syndrome 1	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0110630	Wolfram syndrome 2	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:14497	Wolman disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:905	Zellweger syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:0050782	Zollinger-Ellison syndrome	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:1386	abetalipoproteinemia	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:14353	acute thyroiditis	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:3928	adiposis dolorosa	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:10493	adrenal cortical hypofunction	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:9553	adrenal gland disease	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:3947	adrenal gland hyperfunction	Endocrine,_nutritional_and_metabolic_diseases
C2-2	DOID:10588	adrenoleukodystrophy	Diseases_of_the_nervous_system
